ProjectId,ProjectPath,ParentDocId,DocObjectId,Description,TDMX_ID,USER_OBJECT_ID,MODIFICATION_DATE,TDMX_COMMENTS,CREATION_DATE,TDMX_CAD_IDENTIFIER,REVISION,PAR_REVISION,REVISION_STG,STATE,CN_DOCUMENT_APPLICABILITY,TDMX_DETAILED_DESCRIPTION,CAD_REF_DIRECTORY,FILE_NAME,TDM_FILE_ID,VAULT_OBJECT_ID,ROOT_DIR_ON_SERVER,FILE_SIZE,CAD_REF_FILE_NAME,DESIGN_MODULE,DocPath,UploadPath,ExtractTimestamp
16581,PRJ-0001403_TRACKER,460927,460935,ATA 38,ATA 38-FLD-0050711,Gilles Huiban,10/14/2014 12:37:41,,02/02/2010 11:30:56,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.2. DRAWINGS/ATA 38,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460927,460936,ATA 51,ATA 51-FLD-0050712,Gilles Huiban,10/14/2014 12:37:43,,02/02/2010 11:31:22,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.2. DRAWINGS/ATA 51,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460927,460937,ATA 52,ATA 52-FLD-0050714,Gilles Huiban,10/14/2014 12:37:46,,02/02/2010 11:31:37,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.2. DRAWINGS/ATA 52,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460927,460938,ATA 53,ATA 53-FLD-0050715,Gilles Huiban,10/14/2014 12:37:48,,02/02/2010 11:34:22,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.2. DRAWINGS/ATA 53,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460926,460939,2.1. AFSB - TB - SL - NTO,2.1. AFSB - TB - SL - NTO-FLD-0050716,Gilles Huiban,10/14/2014 12:37:50,,02/02/2010 11:22:28,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.1. AFSB - TB - SL - NTO,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460926,460940,2.3. DCN - DCNL,2.3. DCN - DCNL-FLD-0050717,Gilles Huiban,10/14/2014 12:37:52,,02/02/2010 11:22:36,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.3. DCN - DCNL,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460926,460941,2.4. DTF - SADD - DIL - FS,2.4. DTF - SADD - DIL - FS-FLD-0050718,Gilles Huiban,10/14/2014 12:37:54,,02/02/2010 11:22:42,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.4. DTF - SADD - DIL - FS,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460926,460942,2.5. 3D MODELS,2.5. 3D MODELS-FLD-0050719,Gilles Huiban,10/14/2014 12:37:56,,02/02/2010 11:22:50,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/2. DEFINITION/2.5. 3D MODELS,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,PROJECT,460943,5. ENGINEERING,5. ENGINEERING-FLD-0050720,Gilles Huiban,10/14/2014 12:37:58,,11/19/2009 09:27:57,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/5. ENGINEERING,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460943,460944,5.3. CUSTOMER DATA,5.3. CUSTOMER DATA-FLD-0050721,Gilles Huiban,10/14/2014 12:38:00,,12/09/2009 09:51:36,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/5. ENGINEERING/5.3. CUSTOMER DATA,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460943,460945,5.2. AF DOA DATA,5.2. AF DOA DATA-FLD-0050722,Gilles Huiban,10/14/2014 12:38:02,,12/09/2009 15:32:04,,,,-2147483647,New,,,,,,,,0 B,,,TRACKER/5. ENGINEERING/5.2. AF DOA DATA,,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,489125,PART-CAT AMC / GM - SENTRY FLIGHT SAFE 500,DOC-0048097,Michaël Mazard,12/16/2014 16:47:04,,12/12/2014 16:14:59,MA14182,0.00,,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,Cargo tracking Device - Draft_489125_96.dotx,91879F88-EF60-43E7-B529-1063BD5C9B99,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,72.8 KB,Cargo tracking Device - Draft.dotx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA14182 - PART-CAT AMC _ GM - SENTRY FLIGHT SAFE 500,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/Cargo tracking Device - Draft_489125_96.dotx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,490185,PART-CAT AMC / GM - SENTRY FLIGHT SAFE 500,DOC-0048097,Michaël Mazard,12/18/2014 16:22:04,,12/16/2014 08:14:04,MA14182,0.01,0.00,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA14182 - Cargo Tracking device SENTRY FlightSafe 500_490185_96.docx,D3C01924-F4CD-4330-A8EA-7A2DBA53B3D5,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,83.0 KB,MA14182 - Cargo Tracking device SENTRY FlightSafe 500.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA14182 - PART-CAT AMC _ GM - SENTRY FLIGHT SAFE 500,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA14182 - Cargo Tracking device SENTRY FlightSafe 500_490185_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,491605,PART-CAT AMC / GM - SENTRY FLIGHT SAFE 500,DOC-0048097,Michaël Mazard,02/23/2015 10:54:23,,12/18/2014 15:52:48,MA14182,0.02,0.01,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA14182 - Cargo Tracking device SENTRY FlightSafe 500_491605_96.docx,AFE292A1-9199-4415-A133-CD8F479947C9,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,83.2 KB,MA14182 - Cargo Tracking device SENTRY FlightSafe 500.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA14182 - PART-CAT AMC _ GM - SENTRY FLIGHT SAFE 500,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA14182 - Cargo Tracking device SENTRY FlightSafe 500_491605_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,519125,PART-CAT AMC / GM - SENTRY FLIGHT SAFE 500,DOC-0048097,Michaël Mazard,02/23/2015 10:54:23,,02/23/2015 10:42:26,MA14182,0.03,0.02,1,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA14182 - Cargo Tracking device SENTRY FlightSafe 500_519125_96.docx,2072CC9D-4E7B-43E9-8780-CB1FB3BD098A,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,83.5 KB,MA14182 - Cargo Tracking device SENTRY FlightSafe 500.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA14182 - PART-CAT AMC _ GM - SENTRY FLIGHT SAFE 500,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA14182 - Cargo Tracking device SENTRY FlightSafe 500.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,531806,Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,DOC-0050507,Michaël Mazard,03/27/2015 11:50:49,,03/12/2015 15:49:01,MA15079,0.00,,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance_531806_96.docx,C09FC251-29E4-43C9-B0D8-D1159B77AA8C,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,76.3 KB,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance_531806_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,541545,Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,DOC-0050507,Michaël Mazard,11/13/2015 16:20:55,,03/27/2015 11:34:10,MA15079,0.01,0.00,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance_541545_96.docx,5CA85352-A00F-4F78-A2A0-57A46CD209E6,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,74.6 KB,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance_541545_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,542785,Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,DOC-0050507,Michaël Mazard,11/13/2015 16:20:55,,03/30/2015 15:49:12,MA15079,0,0.01,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance_542785_96.docx,EAC6894A-B499-4772-81CC-B1802DBE9D41,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,74.5 KB,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,542786,Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,DOC-0051273,Michaël Mazard,11/13/2015 16:20:37,,03/30/2015 16:03:54,MA15079,0,,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance_542786_96.pdf,3D324F69-FB0D-4EC6-B6AD-3AF247B324D0,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,8.15 MB,MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance.pdf,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15079 - Cargo Tracking device SENTRY FlightSafe 500 - HIRF Compliance.pdf,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,653625,PART-CAT AMC / GM - MOOG CROSSBOW ILC2000,DOC-0059918,Michaël Mazard,11/17/2015 11:39:23,,11/13/2015 16:20:22,MA15137,0.00,,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15137 - Cargo Tracking device MOOG Crossbow_653625_96.docx,20387386-8E10-41A0-B905-34EEF48F1F46,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,228.0 KB,MA15137 - Cargo Tracking device MOOG Crossbow.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15137 - PART-CAT AMC _ GM - MOOG CROSSBOW ILC2000,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15137 - Cargo Tracking device MOOG Crossbow_653625_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,653825,PART-CAT AMC / GM - MOOG CROSSBOW ILC2000,DOC-0059918,Michaël Mazard,11/19/2015 15:43:12,,11/16/2015 08:22:44,MA15137,0.01,0.00,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15137 - Cargo Tracking device MOOG Crossbow_653825_96.docx,05C1DAE2-D63D-4DC6-B2E3-919DE161C153,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,365.1 KB,MA15137 - Cargo Tracking device MOOG Crossbow.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15137 - PART-CAT AMC _ GM - MOOG CROSSBOW ILC2000,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15137 - Cargo Tracking device MOOG Crossbow_653825_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,656372,Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance,DOC-0059918,Michaël Mazard,11/20/2015 09:50:47,,11/19/2015 15:36:46,MA15137,0.02,0.01,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance_656372_96.docx,7276AB6D-BB2B-4024-A3EF-A502C9C5EDC5,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,316.3 KB,MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance_656372_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,656375,Approbation utilisation SENTRY FlightSafe 500 par la DSAC,DOC-0060043,Michaël Mazard,11/20/2015 09:50:59,,11/19/2015 16:06:30,DSAC/NO/OA15-546,0,,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,Validation DSAC utilisation Sentry 500_656375_96.pdf,CF251A56-4AF5-450C-9A0A-BF47E23E9F29,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,47.3 KB,Validation DSAC utilisation Sentry 500.pdf,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/DSAC_NO_OA15-546 - Approbation utilisation SENTRY FlightSafe 500 par la DSAC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/Validation DSAC utilisation Sentry 500.pdf,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,656665,Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance,DOC-0059918,Michaël Mazard,11/20/2015 09:50:47,,11/20/2015 08:44:54,MA15137,0,0.02,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance_656665_96.docx,DA290F7F-C8AD-4DDD-B953-69AD83E675A7,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,562.6 KB,MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,656666,Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance,DOC-0060059,Michaël Mazard,11/20/2015 09:50:41,,11/20/2015 09:50:18,MA15137,0,,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance_656666_96.pdf,FDC17CD4-D52D-452A-BB07-CDFD40EC988E,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,211.8 KB,MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance.pdf,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15137 - Cargo Tracking device MOOG Crossbow ILC2000 - HIRF Compliance.pdf,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,656670,Compliance to PART-CAT AMC / GM - ILC2000,DOC-0060064,Michaël Mazard,11/20/2015 10:15:18,,11/20/2015 10:14:46,MOOG ILC2000,0,,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,Compliance MOOG Crossbow ILC2000_656670_96.docx,D75BC84A-D6B9-4589-8D52-730AE0001DE3,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,25.5 KB,Compliance MOOG Crossbow ILC2000.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MOOG ILC2000 - Compliance to PART-CAT AMC _ GM - ILC2000,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/Compliance MOOG Crossbow ILC2000.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,669085,PART-CAT AMC / GM - SENDUM PT300D,DOC-0061025,Michaël Mazard,02/18/2016 15:13:15,,12/11/2015 15:33:45,MA15136,0.00,,0,Checked In,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15136 - Cargo Tracking device Sendum_669085_96.docx,56D10234-86ED-4D08-9ED1-8370B9810325,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,104.9 KB,MA15136 - Cargo Tracking device Sendum.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15136 - PART-CAT AMC _ GM - SENDUM PT300D,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/MA15136 - Cargo Tracking device Sendum_669085_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,706945,PART-CAT AMC / GM - SENDUM PT300D,DOC-0061025,Michaël Mazard,02/18/2016 15:13:15,,02/16/2016 09:29:33,MA15136,0,0.00,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15136 - Cargo Tracking device Sendum_706945_96.docx,71615D94-C04A-4B19-AFC4-D9F6E5652E3B,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,105.2 KB,MA15136 - Cargo Tracking device Sendum.docx,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15136 - PART-CAT AMC _ GM - SENDUM PT300D,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15136 - Cargo Tracking device Sendum.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,709825,PART-CAT AMC / GM - SENDUM PT300D,DOC-0063480,Michaël Mazard,02/18/2016 15:13:08,,02/18/2016 14:33:40,MA15136,0,,1,Released,ALL,,C:\Users\m415718\Documents\SmarTeam\Work\,MA15136 - Cargo Tracking device Sendum_709825_96.pdf,9C33A9DB-7751-42AA-89B1-BE5B0BD71353,RE,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\RE,128.4 KB,MA15136 - Cargo Tracking device Sendum.pdf,AVIONIC,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15136 - PART-CAT AMC _ GM - SENDUM PT300D,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/MA15136 - Cargo Tracking device Sendum.pdf,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,1071606,PART-CAT AMC / GM - CARGO TRACKING DEVICE SILEX CRG,DOC-0086044,Wassila Fasla,03/19/2018 10:33:09,,09/11/2017 14:56:00,DOCAF-064623,0.00,,0,Checked In,,,C:\Users\m422071\Documents\SmarTeam\Work\,DOCAF-064623 - CARGO TRACKING DEVICE SILEX CRG_1071606_96.docx,DE881A43-69A6-4077-9AD1-B6BA639EB6D1,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,896.9 KB,DOCAF-064623 - CARGO TRACKING DEVICE SILEX CRG.docx,NOT CONCERNED,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064623 - PART-CAT AMC _ GM - CARGO TRACKING DEVICE SILEX CRG,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064623 - CARGO TRACKING DEVICE SILEX CRG_1071606_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,1075833,PART-CAT AMC / GM - CARGO TRACKING DEVICE LOUIS VUITTON ECHO,DOC-0086439,Wassila Fasla,09/21/2017 14:25:33,,09/18/2017 16:58:20,DOCAF-064948,0.00,,0,Checked In,,,C:\Users\m422071\Documents\SmarTeam\Work\,DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO_1075833_96.docx,658024A7-606B-472B-BACF-5570FE44319B,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,634.7 KB,DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO.docx,_,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064948 - PART-CAT AMC _ GM - CARGO TRACKING DEVICE LOUIS VUITTON ECHO,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO_1075833_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,1079246,PART-CAT AMC / GM - CARGO TRACKING DEVICE LOUIS VUITTON ECHO,DOC-0086439,Wassila Fasla,01/31/2018 16:09:07,,09/21/2017 14:16:29,DOCAF-064948,0.01,0.00,0,Checked In,,,C:\Users\m422071\Documents\SmarTeam\Work\,DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO_1079246_96.docx,9F34F3F8-15FE-4BDF-981A-8E315A5C8822,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,636.0 KB,DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO.docx,_,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064948 - PART-CAT AMC _ GM - CARGO TRACKING DEVICE LOUIS VUITTON ECHO,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO_1079246_96.docx,2026-06-30 08:06:32
16581,PRJ-0001403_TRACKER,460945,1160725,PART-CAT AMC / GM - CARGO TRACKING DEVICE LOUIS VUITTON ECHO,DOC-0086439,Wassila Fasla,01/31/2018 17:52:52,,01/11/2018 10:43:42,DOCAF-064948,0.02,0.01,0,Checked In,,,C:\Users\m422071\Documents\SmarTeam\Work\,DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO_1160725_96.docx,CA16BB07-55F2-4DBC-89E2-A7425983E18C,CI,\\YS00583Q.cadra.aero\Migration_2603\SmVaultAv2019\CI,611.0 KB,DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO.docx,_,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064948 - PART-CAT AMC _ GM - CARGO TRACKING DEVICE LOUIS VUITTON ECHO,TRACKER/5. ENGINEERING/5.2. AF DOA DATA/previous_revision/DOCAF-064948 - CARGO TRACKING DEVICE LOUIS VUITTON ECHO_1160725_96.docx,2026-06-30 08:06:32
